"gene_id","L22.1","L22.2","L22.3","R22.1","R22.2","R22.3","L27.1","L27.2","L27.3","R27.1","R27.2","R27.3","L32.1","L32.2","L32.3","R32.1","R32.2","R32.3"
"K02433",2350,1034,389,1437,1515,1862,372,223,60,4433,2863,2726,2341,2072,1447,1924,2310,1868
"K02434",1341,706,374,686,711,745,414,262,143,1662,1230,1278,1798,1498,1162,1547,1632,1564
"K02435",432,194,127,152,176,184,59,47,6,323,208,234,279,225,180,190,187,204
"K02437",459,229,118,385,361,402,99,70,16,954,726,636,781,725,434,701,606,584
"K02469",1880,930,546,1155,1409,1375,398,205,74,1347,1208,1175,1095,1071,750,963,830,986
"K02470",3773,2122,1140,2915,3560,3467,535,363,111,3128,2382,2364,1650,1579,1111,2337,2137,2059
"K02471",756,354,140,588,719,729,85,35,12,1038,814,833,465,392,233,599,711,646
"K02474",69,28,16,45,49,55,14,11,6,45,51,43,50,42,29,21,26,25
"K02482",3821,1958,794,1560,1937,1949,806,445,152,2894,2054,2139,4091,3468,2464,2163,2240,2032
"K02488",125,26,12,59,88,99,10,10,0,131,79,109,152,125,51,55,70,38
"K02492",971,467,195,818,830,906,237,134,60,1737,1359,1245,1173,1061,739,1171,985,972
"K02493",651,257,83,313,323,429,85,49,19,802,526,501,535,497,291,316,325,258
"K02495",13490,4156,765,4986,5650,8004,475,252,29,5780,3417,2737,6689,5664,2516,1357,2081,2226
"K02500",297,112,53,158,146,213,61,32,20,271,266,271,334,293,159,203,240,217
"K02501",90,72,20,71,82,90,24,16,6,240,131,138,137,143,118,169,134,148
"K02503",700,298,149,508,516,520,228,104,60,827,678,542,849,703,480,592,635,477
"K02510",148,77,37,103,93,88,48,48,12,167,157,150,261,216,154,171,152,172
"K02518",969,385,71,611,636,941,67,57,14,1613,1254,1371,856,666,457,674,721,594
"K02519",15680,7619,3548,6593,8424,8010,1725,991,330,6676,5562,6215,6364,5307,3965,4930,4880,4451
"K02520",4177,1593,410,1565,1683,2430,260,163,50,2140,1739,2066,1822,1489,807,1314,1266,1170
"K02528",263,114,34,108,168,133,45,29,14,244,154,159,199,191,113,127,154,116
"K02533",840,277,88,383,447,657,76,44,16,1002,769,743,605,553,327,561,559,402
"K02535",92,39,16,41,45,49,22,14,2,119,83,88,169,153,84,63,98,84
"K02536",164,94,66,102,88,122,33,32,4,180,95,105,169,161,140,71,97,85
"K02549",126,57,16,50,37,52,4,0,1,51,65,84,80,61,43,52,53,33
"K02551",115,67,24,45,64,62,32,24,14,113,54,96,237,210,138,92,85,80
"K02552",182,71,22,172,174,186,20,4,2,476,293,316,208,204,101,200,243,229
"K02563",374,182,88,214,236,227,109,65,20,512,299,309,420,347,189,289,352,278
"K02564",149,82,16,46,95,58,16,6,7,88,42,37,63,101,37,51,48,70
"K02575",672,388,140,437,262,325,205,82,32,1743,360,496,501,447,304,412,461,750
"K02585",38730,24165,13875,25199,30624,28999,4596,2767,1009,27514,25630,17951,11676,12194,10063,30942,33398,40961
"K02586",160792,105984,70705,145231,180020,146640,33324,20536,9151,102913,107250,71314,57390,60603,63029,124455,121205,135578
"K02587",16385,9946,5956,12209,15370,14829,2478,1473,461,11578,10486,7834,5876,6249,5516,9819,11033,12129
"K02588",137047,97964,68134,131896,155953,126545,32711,21349,11159,98315,92489,64791,51226,54721,56575,123240,114475,132338
"K02591",104838,65083,39030,94083,117114,105738,16458,9407,3990,74144,70717,47684,35719,37094,34217,74492,76539,83820
"K02593",1504,688,237,723,908,1034,168,104,27,691,550,442,569,560,389,602,507,655
"K02595",12800,5563,2942,8988,12140,11886,2222,1286,327,12681,9725,6993,10497,9445,7319,10422,10663,12332
"K02596",6105,3587,2285,5466,6923,5617,1532,968,394,4956,4853,3806,2953,2932,3127,5504,5714,6307
"K02597",2369,1458,583,1287,1653,1670,375,214,80,1091,1032,810,830,780,742,855,907,1101
"K02600",476,207,170,374,374,473,109,74,18,559,499,474,426,321,221,481,372,348
"K02601",9278,3551,1416,4850,5959,7158,741,468,110,6861,5484,5213,5064,4205,2606,3904,4007,3611
"K02634",8386,3606,1602,6200,6978,7553,1888,1192,352,16306,12814,11910,14177,11951,8718,10471,11156,9702
"K02635",13003,6546,2810,7089,9406,10168,1682,884,294,14728,10750,10078,12398,10796,7496,6790,8727,7730
"K02636",4728,1902,695,3422,3536,4547,911,570,207,9949,7497,6773,7804,6243,3689,4812,5235,4403
"K02637",11769,5409,2391,6273,7986,8195,1886,1097,419,12365,9252,8625,11603,9781,7041,6677,7950,7200
"K02638",11377,5849,3577,3986,4518,4397,3389,1960,866,8045,5077,4733,8916,7495,5726,5792,5454,5522
"K02639",29267,13061,7238,14673,17454,18584,5984,3578,1466,25002,18688,14816,29110,24648,17173,18979,17696,17370
"K02641",7710,4492,2579,6431,7373,6693,2265,1365,609,15941,11024,10720,10127,8578,6745,11163,10922,9584
"K02650",9204,5100,2914,5497,6762,6830,2845,1740,721,10818,8985,10179,13967,12373,8333,10729,10364,10274
"K02654",203,54,12,83,61,123,22,10,2,203,123,122,176,125,100,101,98,83
"K02657",804,269,126,248,363,412,90,40,12,508,287,312,386,406,208,224,277,271
"K02658",234,96,39,90,143,128,24,12,2,173,140,141,266,257,181,114,210,131
"K02660",577,279,133,288,283,372,82,57,47,498,396,401,797,624,511,440,408,348
"K02662",557,263,100,298,353,383,86,58,9,369,331,346,466,418,234,366,330,316
"K02663",387,123,82,156,187,253,52,26,8,318,251,281,400,292,211,256,225,239
"K02664",257,108,44,124,180,147,31,12,8,164,142,141,210,195,144,168,164,103
"K02669",243,155,119,199,253,201,115,76,41,487,312,361,379,406,289,536,443,448
"K02687",1176,483,150,453,632,791,104,55,20,1152,745,826,842,681,389,407,494,428
"K02689",53906,26101,9717,35071,42220,48712,7625,4950,1130,122144,73243,65606,71457,55387,38273,60236,74240,61039
"K02690",49095,21241,7444,29013,35467,40808,6358,3938,962,104195,67168,59244,65170,49291,33763,49182,63818,51042
"K02691",3537,1548,795,1958,2182,2405,538,331,134,4657,3082,2829,3049,2406,1596,2222,2614,2228
"K02692",7872,3815,1938,4004,4386,4515,2026,1195,353,15123,9378,8314,11339,9396,6843,10516,11411,10540
"K02693",2662,1043,372,1545,1635,2005,733,397,140,7511,4687,4126,4683,3411,2150,3355,3803,3764
"K02694",10574,4854,1777,5807,6672,7511,1148,731,256,15294,9010,8463,8781,6734,4460,7812,8706,7664
"K02697",4670,1892,644,2423,3061,3485,498,236,43,6433,3942,3628,3843,2999,1724,2634,3262,2848
"K02698",6926,3081,1620,4522,5087,5866,1919,1104,369,12723,8306,7208,9562,7774,5151,5865,6542,5376
"K02699",4168,1886,897,3246,4002,3835,503,317,78,6889,4330,3934,2750,2080,1536,3494,3987,3337
"K02703",177731,78520,36284,73135,95819,98162,30837,18199,5892,171319,97053,84664,191867,162811,113682,95491,111516,106133
"K02704",46492,24701,12468,33936,39803,40247,14162,8543,2928,85668,63092,59831,66218,57751,44329,53609,56263,50675
"K02705",167791,74265,35493,35360,43526,47276,59609,35928,11064,70611,51418,49261,303904,259211,202292,37168,40550,35151
"K02706",64433,32830,18048,27021,34861,34638,11819,7159,2912,43401,32904,31121,47746,42548,30791,27970,31456,29249
"K02707",7437,3183,1364,4214,5265,5249,1265,693,239,8622,5749,5865,7278,5961,3773,4575,5211,4575
"K02708",697,355,145,435,581,551,156,62,26,1018,592,621,773,617,419,589,619,640
"K02709",1086,429,181,636,645,779,305,140,34,1750,1255,1205,1704,1281,823,1165,1035,1042
"K02711",1889,663,289,895,992,1178,258,114,41,2528,1689,1362,2090,1441,735,1100,1277,1048
"K02712",882,306,121,435,460,580,161,114,36,1553,1015,780,1527,1247,671,794,999,750
"K02713",1494,522,135,660,820,962,138,66,17,1941,1226,1090,1436,1122,741,748,1024,715
"K02715",2649,1099,419,1314,1644,1597,422,165,103,2030,1462,1390,2398,1796,963,1311,1271,1424
"K02716",5688,2778,1355,3341,3979,3993,1683,1073,353,11838,6908,6740,8581,7140,4754,6938,6985,6736
"K02717",993,390,234,456,536,625,156,105,56,1070,893,652,712,581,448,723,699,600
"K02719",3679,1505,650,1942,2418,2533,689,350,150,6090,3934,3523,5657,4428,2885,3878,3850,3552
"K02720",2274,933,360,1748,1857,2300,338,199,58,7749,4162,3690,3445,2644,1686,3723,3922,3667
"K02723",608,251,52,321,357,471,119,66,4,1254,796,749,1295,909,513,638,850,822
"K02724",928,350,113,549,686,786,181,84,33,2210,1245,1260,1404,1060,681,981,1152,1113
"K02825",320,171,30,99,160,169,36,38,8,536,336,344,702,513,341,285,379,378
"K02834",1516,701,278,765,1021,1012,209,123,28,1520,1056,1057,1110,937,673,911,928,877
"K02835",2379,1132,600,1457,1682,1715,355,238,84,2337,1792,2014,1539,1390,1029,1354,1441,1226
"K02836",230,106,46,125,121,168,38,22,12,222,172,189,200,247,169,224,261,195
"K02837",727,305,106,516,690,716,196,111,18,1308,907,816,968,770,543,716,861,871
"K02838",1548,654,318,947,1078,1202,351,172,48,2600,1659,1831,2311,1911,1240,1843,1643,1668
"K02851",246,84,34,151,158,223,35,9,6,242,180,225,273,144,85,131,139,134
"K02860",52,20,16,17,36,45,4,2,0,54,29,36,56,57,22,34,21,35
"K02863",6728,2364,693,4442,5125,6816,614,449,80,8737,6904,6843,4886,4026,2773,3982,4520,3539
"K02864",4914,1746,736,2929,3385,4242,423,338,71,7533,5544,5725,3377,2757,1668,2461,2727,2031
"K02867",4740,1776,522,2468,2869,3772,383,208,67,3757,3016,3388,2592,2202,1215,1927,2007,1606
"K02871",2275,1110,561,1865,2103,2354,387,185,56,3525,2762,3018,1964,1853,1179,2021,2027,1675
"K02874",1230,593,252,1608,1835,2004,231,176,46,3452,2531,2685,1551,1370,889,1736,1631,1397
"K02876",1910,873,314,2101,2590,2913,304,222,56,4681,3591,3774,2056,1754,1233,2597,2389,1989
"K02878",1398,642,276,1728,2130,2267,398,207,55,3812,2868,3118,1704,1350,990,1668,1868,1494
"K02879",4869,2248,733,3244,3967,4359,643,520,156,7968,6053,6674,4842,3758,2601,4156,4332,3695
"K02881",913,394,125,1047,1189,1414,142,88,30,2355,1943,2069,1131,880,669,1267,1220,965
"K02884",2114,881,529,1049,1177,1275,504,288,144,2001,1694,1514,1658,1526,1079,1897,1680,1521
"K02886",3320,1499,672,4525,5168,6277,588,450,125,10877,8068,8551,4027,3310,2476,4811,4790,3655
"K02887",1887,810,317,1326,1464,1689,253,170,57,2249,1723,1642,1532,1163,689,1153,1133,1094
"K02888",1081,483,244,789,783,1125,142,84,38,1568,1535,1592,846,725,484,875,918,604
"K02890",982,548,221,1587,1878,1918,283,206,72,3092,2304,2592,1325,1222,850,1574,1447,1221
"K02892",907,416,129,1064,1256,1623,153,110,8,2753,1864,2215,1123,862,652,1249,1190,1040
"K02895",620,327,100,825,1170,1317,92,72,16,2053,1743,1637,907,708,437,925,1008,765
"K02897",1205,492,197,786,858,956,203,122,38,2095,1579,1651,1461,1200,773,1188,1220,1225
"K02899",2182,836,396,1138,1298,1483,299,162,80,2099,2025,2142,1566,1450,858,1361,1262,1108
"K02902",2986,1175,585,1336,1583,1650,427,221,78,2359,1556,1439,1634,1350,1021,1605,1458,1291
"K02904",576,267,79,893,1132,1125,128,84,20,2069,1387,1649,905,744,481,1021,1074,842
"K02906",3116,1335,590,3435,4189,4913,638,389,99,8707,6206,6748,3511,2848,2005,4045,3962,3312
"K02909",1274,495,231,733,842,988,190,140,54,1716,1216,1412,1424,1189,796,941,1134,905
"K02911",1812,898,375,1358,1437,1464,330,228,66,2038,1440,1385,1187,1020,669,1546,1261,1358
"K02913",924,372,112,617,691,841,62,42,4,978,775,852,553,451,221,428,437,373
"K02914",504,150,93,202,227,222,51,18,16,215,244,188,307,267,151,223,218,179
"K02916",584,191,98,406,503,604,61,36,11,666,559,479,337,368,175,338,325,296
"K02926",2598,1363,723,3536,4127,4303,575,503,192,7164,5043,5463,3044,2449,1869,3681,3602,2915
"K02931",2004,991,308,2623,3078,3654,392,243,63,5783,4437,5126,2936,2349,1393,2567,2768,2459
"K02933",1463,616,237,1929,2330,2638,274,188,42,4479,3438,3829,2043,1678,1135,2335,2405,1970
"K02935",3715,1794,1074,3320,3825,3605,749,529,272,5928,4798,4939,2981,2398,1724,3063,2829,2621
"K02939",1680,733,422,877,966,1046,386,262,72,1494,1263,1201,1322,1048,764,1187,1024,1052
"K02945",6771,3183,1568,4378,5181,5421,873,613,173,7613,5945,6270,4238,3940,2798,4818,4727,3915
"K02946",3308,1597,512,2447,3042,3236,408,256,71,3818,2976,3727,2569,2272,1557,2453,2400,2244
"K02948",2249,1016,320,1776,2061,2406,288,214,23,4641,3416,3933,2529,2169,1510,2534,2408,1996
"K02950",5583,2453,780,4216,5282,6032,612,293,82,8025,6446,7276,4775,3955,2468,3680,4286,3142
"K02952",3777,1630,922,2904,3506,3396,602,339,102,5567,4347,4979,3111,2434,1928,3044,3111,2495
"K02954",6960,3452,1556,4587,4841,5064,1505,874,326,6458,5525,5156,5348,4346,3211,5124,4525,4626
"K02956",1812,781,325,1088,1352,1436,294,181,49,2100,1552,1532,1496,1241,926,1316,1237,1303
"K02959",6375,3168,1640,3183,3833,3897,1299,728,284,4946,3568,4017,4687,3971,3295,4169,4261,4203
"K02961",1414,669,382,1990,2405,2611,368,298,76,3985,2924,3244,1920,1545,1024,2231,2136,1944
"K02963",2594,1109,366,1757,2129,2274,300,111,18,2300,1901,1884,1815,1344,916,1541,1276,1269
"K02965",1536,707,191,1910,2334,2869,236,160,46,4733,3436,3928,1937,1514,1016,2334,2169,1857
"K02967",3995,1731,748,2387,2689,2958,400,302,98,3992,3033,3201,2365,2007,1418,1958,1948,1778
"K02968",4559,1705,666,2230,2569,3017,602,333,80,4012,2998,2801,4087,3424,2123,2384,2651,2323
"K02970",3266,1278,511,1915,2176,2494,522,244,68,4125,2809,2888,3677,2802,1968,2703,2728,2374
"K02982",1622,781,251,2667,3023,3539,306,264,58,6402,4610,5190,2599,2133,1426,2593,2916,2355
"K02986",1712,953,615,1389,1564,1615,368,234,105,2300,1863,1816,1214,1012,719,1319,1196,1057
"K02988",2379,1105,496,3111,3458,4103,510,340,117,6887,4929,5504,2797,2342,1775,3581,3413,2667
"K02990",1968,932,336,1251,1672,1610,382,280,76,2195,1639,1894,1555,1313,1021,1514,1400,1335
"K02992",6430,2610,1119,4061,5014,5535,768,454,115,7634,6512,6409,4947,4097,2726,4175,4192,3669
"K02994",1203,554,222,1648,2094,2289,257,166,57,4074,3143,3469,1752,1466,937,2028,2095,1566
"K02996",2940,1459,754,2357,2599,3007,485,289,119,4549,3472,4134,2843,2030,1585,2693,2514,1995
"K03040",5871,2147,771,3863,4441,5585,496,363,51,11181,8485,9273,5644,4484,2962,4405,5062,3874
"K03043",8655,5569,3359,5422,6788,6144,1876,1141,591,4639,4783,5398,4696,3925,3512,4350,3625,3392
"K03046",15091,8732,5082,9300,11100,10399,2680,1729,859,7656,8040,9237,8249,7369,5990,7567,6655,6289
"K03070",1911,1221,820,1680,1888,1737,821,528,221,2897,2406,2172,2448,2074,1814,2378,1968,1985
"K03072",3087,1327,468,2082,2576,2811,413,271,72,3655,2606,2673,2292,1804,1326,1784,2002,1627
"K03073",2446,866,235,1352,1764,2267,141,94,15,2230,1746,1640,1570,1245,777,973,1203,1017
"K03074",1863,653,198,1090,1224,1501,145,128,10,2324,1846,1713,1452,1023,725,907,1319,979
"K03075",654,358,163,411,382,413,137,76,42,548,440,423,456,452,297,498,347,434
"K03076",5657,2641,1133,4552,5536,6073,978,673,156,10765,8112,8222,5804,4854,3185,5089,5610,4583
"K03086",13003,6431,3597,6729,8712,8266,2206,1340,566,8220,6651,6487,7189,6296,4891,6068,5692,5261
"K03088",774,362,165,455,509,599,148,62,42,934,624,747,1326,949,607,790,791,684
"K03100",730,311,129,432,518,598,142,69,22,676,497,555,829,755,410,465,480,395
"K03101",251,107,30,159,196,222,16,18,2,320,218,223,107,106,64,96,113,78
"K03106",6581,2552,892,3440,3738,4817,488,421,106,5249,4275,4178,3692,3299,2362,3115,3427,2849
"K03110",1893,797,359,565,841,794,141,87,26,577,653,759,922,793,511,535,510,430
"K03111",1403,691,267,742,971,1055,255,157,61,1492,1199,1033,1708,1348,932,1124,1029,1149
"K03113",283,185,68,159,236,276,54,44,12,363,227,279,320,313,162,292,280,272
"K03116",1639,543,217,935,1052,1282,215,125,30,2056,1464,1310,1631,1315,877,1422,1354,1223
"K03118",158,78,14,104,97,136,36,24,6,242,181,179,285,211,140,158,195,199
"K03147",333,130,84,256,338,323,96,57,16,625,537,637,311,335,234,311,334,212
"K03149",2246,962,373,781,945,1108,282,203,48,1359,847,924,1505,1379,875,872,960,905
"K03153",26,4,2,7,28,19,4,2,4,24,19,12,40,48,19,25,12,32
"K03154",77,40,25,54,56,46,31,9,6,85,71,66,88,83,57,39,55,46
"K03168",2365,1017,549,1486,1590,1949,654,411,162,3257,2210,1939,3014,2571,1870,1834,2019,1810
"K03177",390,144,62,165,152,218,48,28,8,262,192,226,381,326,179,175,236,163
"K03179",566,289,128,415,492,537,160,81,30,914,659,640,830,834,550,509,514,522
"K03181",73,50,30,51,66,38,22,21,2,45,45,47,81,92,48,65,59,64
"K03187",115,35,8,10,11,6,6,4,2,11,17,17,102,69,36,14,16,15
"K03188",86,53,4,16,13,20,8,4,0,8,22,36,93,76,61,6,14,16
"K03189",279,137,48,28,55,48,49,29,8,47,33,60,157,205,110,39,28,42
"K03190",263,92,17,22,51,41,18,10,2,46,22,51,231,221,117,31,42,38
"K03192",239,90,58,150,183,159,63,35,16,359,254,277,321,274,169,175,208,228
"K03206",195,131,36,89,83,97,30,20,4,125,126,106,236,186,100,107,111,93
"K03208",1002,395,87,529,687,747,99,72,4,1699,1112,1033,1054,971,635,840,979,801
"K03215",485,176,76,187,208,286,70,30,6,315,336,294,265,256,168,214,232,192
"K03216",263,75,26,133,135,175,18,14,4,236,223,170,218,202,138,84,135,162
"K03217",7981,3308,1220,3743,4659,5281,900,549,197,6661,5201,5028,6648,5125,3556,3945,4419,3557
"K03218",416,150,81,212,239,277,33,46,12,261,188,226,321,246,187,236,166,164
"K03292",189,81,24,113,141,164,51,42,6,441,243,264,235,190,116,170,199,179
"K03296",231,140,68,138,215,183,50,35,22,273,215,205,281,204,190,190,215,164
"K03301",1223,520,263,610,823,878,315,239,99,1652,1105,1013,1794,1574,994,1100,1175,1073
"K03307",477,199,125,333,327,355,109,76,23,696,453,375,515,402,342,330,394,372
"K03310",163,113,67,148,157,150,37,47,18,285,131,133,182,144,104,141,161,138
"K03320",2003,957,433,1132,1336,1439,402,218,101,3320,2174,2017,2651,2245,1513,1528,1683,1443
"K03321",1633,822,358,741,841,856,532,335,148,2330,1355,1275,3249,2939,1981,2061,2197,2134
"K03325",385,185,88,226,318,289,102,70,22,958,612,546,836,682,555,581,629,436
"K03327",134,67,39,20,32,30,18,2,2,35,32,33,65,52,28,18,27,30
"K03355",293,164,69,211,203,160,99,64,21,414,313,363,569,441,301,310,337,289
"K03386",2754,1163,516,1013,1448,1376,338,210,49,1258,1117,1118,1459,1277,838,933,916,819
"K03394",143,104,33,58,99,127,26,10,2,114,80,83,121,56,56,85,98,91
"K03403",613,446,266,2189,1952,2132,1431,1023,577,10642,6387,5722,3461,3074,2624,7649,6772,6845
"K03404",669,369,252,437,450,530,157,146,106,910,547,671,609,509,405,548,615,490
"K03405",565,293,181,444,412,638,154,100,32,952,710,663,746,716,436,462,478,510
"K03406",417,177,87,278,311,338,79,46,28,472,332,350,296,296,180,299,288,261
"K03407",252,123,32,126,140,166,45,32,7,391,234,284,201,163,133,248,190,206
"K03408",9,13,2,6,8,7,4,2,1,22,15,7,27,23,10,12,16,12
"K03410",287,134,67,144,194,208,70,25,12,377,235,256,249,187,154,196,208,134
"K03412",676,259,68,228,321,363,54,56,4,918,567,589,715,537,381,597,609,462
"K03424",4356,1912,493,1999,2542,3053,439,302,70,3344,2484,2945,3364,2883,1758,1915,2033,2022
"K03427",230,105,72,154,157,155,46,67,24,316,254,220,333,298,211,251,211,235
"K03428",494,206,121,402,445,514,209,112,42,1032,588,587,863,675,487,613,554,624
"K03431",588,355,253,425,502,505,188,162,60,513,371,409,506,377,317,371,389,343
"K03437",285,89,14,226,207,273,6,14,6,279,197,231,264,170,125,143,153,155
"K03438",1171,416,159,619,637,793,91,96,22,1664,1049,1048,1292,1076,682,832,1097,877
"K03439",51,23,4,31,34,32,8,8,4,93,76,74,69,69,46,45,42,24
"K03442",120,58,14,62,49,65,8,8,0,122,80,91,182,118,58,54,87,100
"K03455",1511,642,356,1064,1060,1257,284,160,36,2840,2045,2070,1773,1517,1151,1568,1694,1511
"K03465",209,81,26,132,159,157,52,16,10,430,235,214,236,185,166,194,212,182
"K03469",62,22,20,36,64,36,17,6,2,90,30,46,60,37,34,45,42,37
"K03470",267,97,28,141,140,194,13,27,0,319,180,178,129,97,78,145,149,104
"K03474",939,348,111,424,474,602,157,88,16,1167,781,833,807,713,432,682,722,577
"K03495",643,343,170,514,592,663,129,92,53,902,645,618,651,574,399,404,523,472
"K03496",726,311,98,376,472,570,85,55,16,753,445,584,551,462,325,382,478,399
"K03497",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K03498",46,16,6,40,29,44,2,0,2,88,35,56,50,34,28,18,32,12
"K03499",143,56,18,67,48,63,14,14,6,107,80,76,117,68,48,56,52,76
"K03500",343,158,60,83,99,130,71,42,22,228,152,124,508,405,307,238,305,291
"K03501",23,16,12,6,19,34,10,6,2,66,40,38,50,38,21,30,49,45
"K03517",337,128,83,271,296,335,117,40,8,716,403,343,640,542,426,449,531,540
"K03523",892,382,79,468,598,665,39,46,18,1084,708,684,619,461,273,304,436,395
"K03524",110,51,16,83,115,115,15,12,10,156,100,56,96,85,69,57,78,70
"K03525",464,110,30,193,205,272,47,23,0,481,377,395,540,486,303,348,309,335
"K03526",3463,1725,823,1790,2056,2310,819,481,164,4066,3146,2900,4176,3754,2536,2927,3066,2632
"K03527",2646,1254,573,1393,1592,1709,618,312,154,2941,1772,1638,2294,1916,1381,1936,1773,1789
"K03529",724,330,91,317,318,430,93,38,8,670,563,515,892,716,521,442,483,468
"K03530",1198,513,249,798,843,949,165,115,27,1538,1116,1069,1012,836,548,752,762,702
"K03531",2303,1064,454,1476,1624,1866,482,277,60,3889,2668,2303,2730,2451,1502,1996,2235,1922
"K03536",1398,641,175,743,876,980,127,78,7,1330,976,1062,1251,958,667,821,914,753
"K03544",4995,2054,874,2185,2526,2847,336,281,45,4248,3591,3497,3061,2858,1796,2194,2446,1845
"K03545",1102,617,314,694,828,739,309,165,68,1376,1168,1175,1333,1139,852,1180,1046,1090
"K03546",138,68,46,106,106,100,60,42,18,219,127,128,188,208,182,168,150,164
"K03547",221,122,64,220,257,231,100,40,8,261,186,191,159,166,151,172,162,202
"K03550",628,252,106,293,295,349,116,73,22,746,423,407,620,475,293,377,394,323
"K03551",204,88,39,115,115,125,35,18,8,196,144,131,244,177,152,154,120,162
"K03553",410,227,144,260,333,326,148,92,40,619,449,398,486,434,319,478,442,361
"K03555",332,245,148,270,358,326,136,126,80,620,313,380,628,478,435,517,453,425
"K03559",105,54,20,85,87,94,36,28,4,206,155,113,135,123,91,86,104,98
"K03561",186,67,34,148,146,225,46,20,2,503,242,264,253,276,160,177,165,182
"K03564",5527,2437,1168,2667,2715,2972,1362,816,333,6310,4351,4285,6787,5729,3837,4443,4258,3856
"K03568",105,39,23,54,60,57,14,6,6,93,67,76,83,50,41,64,54,57
"K03569",655,300,143,396,392,461,142,80,33,1135,784,711,892,825,529,616,831,744
"K03570",204,66,18,106,106,195,36,31,2,322,227,211,225,200,113,153,152,211
"K03571",130,37,23,75,67,65,11,11,2,131,119,136,193,118,91,69,118,105
"K03572",116,50,6,52,49,92,14,8,6,142,58,95,168,124,60,74,80,50
"K03574",107,50,12,47,39,51,6,6,0,73,52,51,64,71,25,59,36,41
"K03580",406,269,167,231,241,224,164,87,60,406,294,302,620,460,387,358,353,319
"K03584",422,177,21,247,298,469,18,28,6,556,342,330,356,248,158,234,284,193
"K03587",386,154,86,195,200,218,55,40,12,223,180,188,222,212,98,140,163,147
"K03588",458,211,56,174,254,233,43,14,22,423,295,292,360,376,265,243,291,259
"K03589",188,86,32,84,105,131,36,18,0,213,133,177,236,206,99,122,138,113
"K03592",964,383,111,617,576,736,105,73,3,1089,713,752,744,624,454,461,586,449
"K03593",1217,640,342,941,1182,1054,310,239,113,1841,1360,1183,1276,1042,804,994,991,895
"K03594",180,54,38,105,113,156,3,3,0,122,57,76,135,71,77,43,46,78
"K03595",351,161,35,202,367,352,36,40,2,430,288,274,427,344,210,216,232,208
"K03596",2678,1787,1125,1941,2303,2022,819,401,220,2163,1851,1596,1918,1887,1427,1312,1557,1461
"K03605",3417,1354,384,1642,2001,2767,208,96,20,1044,1168,1209,685,747,432,419,660,702
"K03608",293,84,36,88,172,175,25,21,0,176,164,149,258,242,122,111,172,119
"K03609",559,257,124,255,312,271,96,76,26,384,368,355,497,553,369,210,297,343
"K03610",326,158,73,157,136,209,80,29,12,255,219,248,373,320,217,241,253,231
"K03621",1081,532,251,662,776,817,219,142,40,1160,937,803,1357,1145,747,768,791,712
"K03625",906,347,101,321,322,361,62,29,10,349,394,486,525,485,296,342,341,267
"K03629",24,12,0,28,12,32,0,0,4,59,18,36,29,22,22,16,12,18
"K03630",41,28,6,14,24,24,16,4,0,32,39,42,44,24,40,34,31,31
"K03631",103,54,18,49,66,44,26,18,8,67,61,78,148,107,83,78,100,77
"K03635",79,33,12,55,70,59,36,23,8,127,88,112,79,83,65,122,72,105
"K03636",561,259,85,423,503,563,40,21,2,330,282,297,343,290,158,182,134,132
"K03637",58,26,18,38,38,50,9,8,8,79,64,57,67,89,65,59,56,49
"K03638",422,146,73,152,202,225,58,43,2,444,312,287,536,540,348,275,336,321
"K03639",30,44,16,36,67,49,12,16,0,87,56,79,92,94,56,79,65,90
"K03642",798,329,146,675,647,708,183,131,26,1040,735,834,937,795,547,470,551,458
"K03644",1762,751,318,1160,1346,1569,247,252,52,2926,2071,2259,2044,1811,1119,1626,1928,1588
"K03650",72,34,8,31,51,50,22,19,3,117,80,70,174,157,104,91,83,65
"K03651",274,125,54,132,141,158,78,24,10,281,228,176,249,270,179,165,176,207
"K03652",7,10,2,2,8,7,2,0,0,8,16,11,22,12,12,10,16,4
"K03654",78,56,57,58,72,49,33,34,13,78,52,52,110,107,47,96,76,73
"K03655",482,167,71,277,277,420,58,26,11,375,258,370,361,278,216,222,165,155
"K03657",1287,542,242,822,895,1109,280,166,48,1892,1447,1363,2234,1876,1148,1192,1231,1109
"K03664",396,156,46,184,250,289,50,21,6,362,220,185,313,188,147,254,223,252
"K03665",862,389,166,461,597,665,122,68,14,862,740,737,689,619,445,597,645,583
"K03671",4053,1681,771,2574,2952,3254,992,564,196,6100,4074,3380,4756,4059,2737,3505,3402,3101
"K03676",839,366,192,472,512,615,142,88,42,884,675,659,858,739,498,733,592,642
"K03685",82,35,16,61,82,80,20,10,0,175,108,135,213,151,155,121,175,120
"K03686",4518,2081,1026,2209,2705,2762,703,500,151,2991,2825,3366,3778,3524,2557,2578,2694,2274
"K03687",4314,1905,827,1997,2488,2684,666,390,153,4734,3417,3586,4234,3656,2710,3604,3347,3102
"K03688",18593,8486,3948,5890,7751,7562,2390,1325,374,8687,7559,8318,11584,9840,7127,7132,6840,6847
"K03695",1555,1032,558,1161,1259,1252,484,325,110,1352,1019,952,1405,1406,1113,1018,997,937
"K03696",16622,10027,6657,8818,10587,9570,4175,2935,1257,10428,10488,10086,11545,11307,9003,10630,10236,9759
"K03699",791,269,66,344,383,521,59,30,10,676,441,527,753,593,305,373,538,458
